Customer,State,Customer_Lifetime_Value,Response,Coverage,Education,Effective_To_Date,EmploymentStatus,Gender,Income,Location_Code,Marital_Status,Monthly_Premium_Auto,Months_Since_Last_Claim,Months_Since_Policy_Inception,Number_of_Open_Complaints,Number_of_Policies,Policy_Type,Policy,Renew_Offer_Type,Sales_Channel,Total_Claim_Amount,Vehicle_Class,Vehicle_Size
HH80006,Oregon,3301,No,Extended,High School or Below,2/15/11,Unemployed,F,0,Suburban,Single,92,3,9,0,1,Personal Auto,Personal L1,Offer1,Web,711.323244,Four-Door Car,Small
TH70115,California,6981,No,Extended,College,1/20/11,Employed,M,34835,Urban,Married,89,1,45,2,9,Personal Auto,Personal L3,Offer1,Agent,294.691896,Two-Door Car,Medsize
WE64781,Oregon,16922,No,Extended,Bachelor,2001-05-11,Employed,F,93836,Urban,Married,139,1,19,0,2,Corporate Auto,Corporate L1,Offer3,Web,497.353106,Sports Car,Medsize
KN27565,Oregon,7640,No,Basic,Master,1/23/11,Employed,M,34075,Rural,Single,196,8,87,0,1,Special Auto,Special L2,Offer3,Agent,451.896687,Luxury SUV,Small
LE85123,Oregon,19238,No,Basic,Bachelor,2001-02-11,Employed,M,35624,Urban,Single,66,6,55,2,2,Personal Auto,Personal L1,Offer1,Call Center,227.44626,Four-Door Car,Medsize
QF76244,Oregon,2916,No,Basic,Doctor,2001-02-11,Employed,F,83218,Urban,Married,72,6,42,0,1,Personal Auto,Personal L3,Offer4,Agent,245.103885,Four-Door Car,Medsize
PU73561,Arizona,4196,No,Basic,Bachelor,2/14/11,Employed,F,24641,Suburban,Married,105,12,82,0,1,Personal Auto,Personal L2,Offer2,Agent,504.0,SUV,Medsize
HM38744,Oregon,16473,Yes,Basic,Bachelor,2/24/11,Retired,M,22828,Suburban,Married,106,11,54,0,2,Corporate Auto,Corporate L3,Offer1,Agent,508.8,SUV,Medsize
ST59524,Oregon,2658,No,Basic,College,1/13/11,Unemployed,M,0,Suburban,Married,71,22,25,0,1,Personal Auto,Personal L1,Offer3,Call Center,340.8,Four-Door Car,Medsize
EZ77297,California,3268,No,Extended,Master,1/27/11,Employed,M,28729,Urban,Single,90,26,19,3,1,Personal Auto,Personal L3,Offer3,Agent,338.744392,Four-Door Car,Medsize
DR84843,Arizona,2585,No,Basic,Bachelor,1/14/11,Employed,M,72731,Rural,Married,65,10,7,0,1,Personal Auto,Personal L3,Offer2,Agent,125.704164,Four-Door Car,Medsize
MV54498,California,5504,No,Basic,College,2/13/11,Employed,F,59932,Rural,Single,71,16,77,1,3,Personal Auto,Personal L3,Offer1,Branch,116.600107,Four-Door Car,Medsize
EM85557,Washington,8021,No,Basic,College,2/16/11,Employed,F,54292,Suburban,Married,67,4,26,0,2,Personal Auto,Personal L1,Offer1,Agent,321.6,Four-Door Car,Small
FY73682,California,19606,No,Basic,Bachelor,2/21/11,Unemployed,M,0,Suburban,Single,194,0,22,0,2,Personal Auto,Personal L2,Offer1,Agent,931.2,Luxury SUV,Medsize
XT54610,California,1904,No,Basic,Bachelor,1/14/11,Unemployed,F,0,Suburban,Single,63,22,7,3,1,Personal Auto,Personal L1,Offer1,Agent,302.4,Four-Door Car,Medsize
CE16324,Nevada,7288,No,Extended,College,1/24/11,Employed,F,59414,Urban,Married,91,23,21,0,3,Personal Auto,Personal L3,Offer1,Call Center,340.32278,Two-Door Car,Medsize
KX75698,Oregon,5554,No,Extended,High School or Below,2001-08-11,Employed,M,96587,Suburban,Married,138,31,99,0,1,Personal Auto,Personal L3,Offer2,Agent,749.244062,SUV,Medsize
UV82770,California,11702,No,Basic,Bachelor,2001-11-11,Unemployed,M,0,Suburban,Divorced,111,15,12,0,2,Personal Auto,Personal L1,Offer3,Call Center,532.8,SUV,Medsize
MX95450,Oregon,36898,No,Extended,College,2/26/11,Unemployed,F,0,Suburban,Single,133,0,59,0,2,Personal Auto,Personal L3,Offer1,Agent,638.4,SUV,Medsize
XF96605,California,2957,No,Basic,College,1/25/11,Employed,M,94362,Urban,Divorced,74,21,96,0,1,Personal Auto,Personal L2,Offer1,Agent,195.405949,Two-Door Car,Large
WQ75856,Oregon,19644,No,Basic,Bachelor,2001-12-11,Employed,F,84488,Urban,Married,61,33,71,0,2,Personal Auto,Personal L1,Offer1,Agent,208.885686,Four-Door Car,Medsize
JG35886,California,4112,No,Premium,College,1/21/11,Employed,F,65085,Urban,Married,103,20,55,0,1,Personal Auto,Personal L2,Offer2,Call Center,480.073548,Four-Door Car,Medsize
XY66810,California,15123,No,Basic,Bachelor,2002-09-11,Unemployed,F,0,Suburban,Single,72,35,86,0,2,Personal Auto,Personal L3,Offer2,Agent,518.4,Two-Door Car,Medsize
ON50913,California,12807,No,Basic,College,1/14/11,Unemployed,F,0,Suburban,Married,69,32,21,0,2,Special Auto,Special L2,Offer1,Agent,450.760925,Four-Door Car,Small
LS59408,Arizona,2500,No,Basic,High School or Below,1/20/11,Unemployed,M,0,Suburban,Married,67,4,44,0,1,Personal Auto,Personal L3,Offer2,Call Center,664.128009,Four-Door Car,Small
XQ14689,Nevada,4261,No,Basic,College,2/14/11,Unemployed,M,0,Suburban,Single,62,1,73,0,3,Personal Auto,Personal L3,Offer1,Agent,446.4,Four-Door Car,Small
QF55724,California,2610,No,Basic,Bachelor,2/20/11,Employed,M,60798,Suburban,Married,66,21,57,0,1,Personal Auto,Personal L3,Offer2,Call Center,316.8,Four-Door Car,Medsize
FD79560,Arizona,10796,No,Basic,High School or Below,2001-09-11,Employed,F,30761,Suburban,Divorced,69,16,16,2,2,Special Auto,Special L3,Offer1,Branch,331.2,Two-Door Car,Small
KM18818,Arizona,2591,No,Basic,College,2/21/11,Employed,F,25981,Rural,Married,65,33,38,0,1,Personal Auto,Personal L3,Offer1,Agent,77.54669,Two-Door Car,Large
XA28126,California,29200,No,Premium,Bachelor,2002-12-11,Employed,M,67739,Rural,Divorced,149,4,76,0,2,Personal Auto,Personal L3,Offer1,Agent,270.373444,SUV,Medsize
LJ93770,Arizona,4195,No,Basic,Doctor,1/29/11,Employed,F,25581,Urban,Married,105,9,21,0,1,Personal Auto,Personal L3,Offer2,Branch,429.695284,SUV,Medsize
MK52711,California,10315,No,Basic,High School or Below,2001-11-11,Employed,F,99759,Rural,Married,65,12,25,3,2,Personal Auto,Personal L2,Offer2,Agent,74.463101,Two-Door Car,Medsize
AZ68184,Washington,9028,No,Basic,High School or Below,1/18/11,Employed,M,76514,Suburban,Married,112,19,0,0,3,Personal Auto,Personal L3,Offer4,Agent,573.941286,SUV,Medsize
NN52789,Arizona,3954,Yes,Basic,Bachelor,2/25/11,Disabled,M,18375,Suburban,Married,103,8,50,0,1,Personal Auto,Personal L2,Offer1,Branch,535.080276,Sports Car,Large
XC68458,California,6090,No,Extended,Bachelor,1/20/11,Medical Leave,M,21832,Suburban,Single,84,29,39,0,3,Personal Auto,Personal L2,Offer1,Web,403.2,Four-Door Car,Small
AF49027,Arizona,12827,No,Premium,College,2/26/11,Unemployed,F,0,Suburban,Single,117,25,43,0,2,Personal Auto,Personal L3,Offer1,Agent,842.4,Two-Door Car,Medsize
PR22184,California,9135,No,Basic,College,1/13/11,Employed,F,95330,Suburban,Married,113,1,1,0,3,Corporate Auto,Corporate L2,Offer4,Branch,542.4,Sports Car,Medsize
GM98732,California,7903,No,Basic,College,1/26/11,Unemployed,F,0,Suburban,Married,106,21,25,0,9,Personal Auto,Personal L2,Offer1,Agent,634.396608,SUV,Small
NP66209,California,14828,No,Basic,College,2002-08-11,Unemployed,F,0,Suburban,Married,68,31,69,2,2,Personal Auto,Personal L3,Offer2,Call Center,326.4,Two-Door Car,Medsize
GA46608,Oregon,2501,No,Basic,Bachelor,2/21/11,Employed,M,25899,Suburban,Married,63,20,36,0,1,Personal Auto,Personal L1,Offer3,Agent,302.4,Four-Door Car,Medsize
FZ79470,Arizona,5395,No,Basic,Bachelor,2/24/11,Unemployed,F,0,Suburban,Married,74,13,30,0,4,Personal Auto,Personal L2,Offer3,Web,355.2,Four-Door Car,Medsize
KR10942,Oregon,2652,No,Basic,Bachelor,1/21/11,Employed,F,33201,Urban,Married,66,9,56,0,1,Personal Auto,Personal L3,Offer4,Branch,314.044227,Two-Door Car,Medsize
AW86033,California,2120,No,Basic,College,1/13/11,Disabled,M,18287,Suburban,Married,61,6,56,4,1,Personal Auto,Personal L2,Offer1,Agent,292.8,Two-Door Car,Medsize
LM79063,Arizona,7155,No,Extended,Doctor,2/13/11,Employed,F,76506,Suburban,Divorced,89,35,65,0,8,Personal Auto,Personal L3,Offer2,Call Center,427.2,Two-Door Car,Small
NB30963,California,5994,No,Extended,High School or Below,2/19/11,Employed,M,41859,Rural,Married,76,18,58,0,5,Personal Auto,Personal L3,Offer1,Agent,166.1306,Two-Door Car,Large
AO40386,Oregon,22647,No,Extended,College,1/25/11,Retired,M,27504,Suburban,Divorced,91,26,45,0,2,Personal Auto,Personal L2,Offer2,Branch,436.8,Four-Door Car,Small
BN74259,Arizona,2834,No,Basic,High School or Below,2/21/11,Employed,M,45360,Suburban,Divorced,73,16,71,0,1,Corporate Auto,Corporate L1,Offer2,Branch,350.4,Four-Door Car,Medsize
XV69290,California,22332,Yes,Extended,College,2001-11-11,Employed,M,49078,Suburban,Single,97,10,3,0,2,Corporate Auto,Corporate L2,Offer2,Branch,484.013411,Four-Door Car,Medsize
RE97741,California,5846,No,Extended,High School or Below,2002-12-11,Unemployed,M,0,Suburban,Single,90,16,66,2,6,Personal Auto,Personal L1,Offer2,Agent,648.0,Four-Door Car,Medsize
HN69035,Arizona,2867,No,Basic,College,2/15/11,Employed,F,91810,Rural,Married,71,27,43,0,1,Corporate Auto,Corporate L2,Offer3,Web,165.520952,Four-Door Car,Medsize
SI48717,Oregon,14436,No,Extended,College,2/20/11,Employed,M,70600,Suburban,Divorced,122,26,5,1,2,Personal Auto,Personal L3,Offer2,Call Center,636.982333,SUV,Medsize
PJ67250,Arizona,5237,No,Extended,College,1/19/11,Employed,F,33554,Suburban,Married,131,25,36,0,1,Special Auto,Special L2,Offer1,Agent,934.656068,SUV,Medsize
SH85263,California,7711,No,Basic,Bachelor,1/15/11,Employed,M,77642,Urban,Married,64,20,14,0,2,Personal Auto,Personal L3,Offer1,Branch,282.146354,Two-Door Car,Large
WV37081,California,5159,No,Basic,College,1/13/11,Employed,M,25963,Urban,Married,66,11,35,0,9,Personal Auto,Personal L3,Offer2,Web,298.954932,Four-Door Car,Medsize
No61408,California,5415,No,Extended,Bachelor,2/23/11,Employed,F,57452,Suburban,Married,136,25,10,1,1,Personal Auto,Personal L1,Offer1,Branch,652.8,SUV,Large
DE91458,Washington,2904,No,Extended,Master,2001-10-11,Unemployed,F,0,Suburban,Married,77,15,89,0,1,Personal Auto,Personal L3,Offer2,Web,491.66348,Four-Door Car,Medsize
EP83939,Arizona,5576,No,Basic,High School or Below,1/26/11,Employed,M,91416,Rural,Married,69,4,39,0,5,Personal Auto,Personal L3,Offer2,Call Center,109.904496,Four-Door Car,Medsize
IU17657,California,2616,No,Basic,Bachelor,1/30/11,Disabled,M,22000,Suburban,Married,69,27,36,0,1,Personal Auto,Personal L3,Offer2,Web,383.224514,Two-Door Car,Medsize
EO95166,Oregon,4618,No,Premium,Bachelor,1/27/11,Employed,M,41167,Urban,Divorced,118,16,4,0,1,Personal Auto,Personal L2,Offer1,Branch,554.957693,Four-Door Car,Large
KX79225,Oregon,20124,No,Basic,High School or Below,1/26/11,Unemployed,M,0,Suburban,Single,70,18,23,0,2,Personal Auto,Personal L2,Offer1,Call Center,504.0,Four-Door Car,Small
EZ60033,California,3201,No,Extended,Bachelor,2001-12-11,Unemployed,F,0,Suburban,Married,86,8,37,0,1,Corporate Auto,Corporate L2,Offer1,Branch,412.8,Four-Door Car,Small
KK58047,Oregon,8584,No,Basic,College,1/31/11,Employed,M,53944,Suburban,Married,71,13,20,0,2,Personal Auto,Personal L3,Offer2,Web,340.8,Two-Door Car,Medsize
JW62354,Nevada,4349,Yes,Basic,College,2002-10-11,Employed,F,75648,Rural,Married,108,28,10,0,1,Personal Auto,Personal L1,Offer2,Branch,112.660916,SUV,Large
TT18939,California,4730,No,Basic,Bachelor,2001-05-11,Medical Leave,M,29414,Rural,Divorced,64,2,32,0,3,Personal Auto,Personal L2,Offer3,Branch,71.303109,Four-Door Car,Medsize
IJ21010,Arizona,5015,Yes,Extended,Bachelor,2002-03-11,Employed,F,48567,Suburban,Single,130,12,15,0,1,Personal Auto,Personal L2,Offer2,Agent,624.0,SUV,Medsize
PZ31902,Arizona,5798,No,Basic,Bachelor,2/22/11,Employed,F,69276,Urban,Married,74,14,22,2,8,Personal Auto,Personal L3,Offer4,Web,201.327931,Two-Door Car,Medsize
WD88540,California,3475,No,Extended,High School or Below,1/20/11,Unemployed,M,0,Suburban,Married,96,6,60,0,1,Personal Auto,Personal L1,Offer4,Web,460.8,Two-Door Car,Large
IL67915,Arizona,8542,No,Premium,College,2002-12-11,Employed,F,50117,Urban,Single,107,13,98,0,4,Corporate Auto,Corporate L2,Offer1,Branch,462.654347,Four-Door Car,Medsize
VQ76590,Arizona,16473,Yes,Basic,Bachelor,2/24/11,Retired,M,22828,Suburban,Married,106,11,54,0,2,Personal Auto,Personal L1,Offer1,Agent,508.8,SUV,Medsize
FJ60600,Oregon,6776,No,Extended,High School or Below,2/26/11,Unemployed,F,0,Suburban,Single,96,0,38,0,3,Personal Auto,Personal L3,Offer1,Agent,818.730215,Four-Door Car,Small
MP53132,Oregon,9713,No,Extended,High School or Below,2002-11-11,Unemployed,F,0,Suburban,Single,136,7,34,0,3,Corporate Auto,Corporate L3,Offer1,Agent,979.2,SUV,Large
XP96549,Oregon,4429,No,Basic,High School or Below,2/19/11,Employed,F,20868,Suburban,Married,112,14,11,0,1,Personal Auto,Personal L3,Offer2,Branch,537.6,SUV,Large
VC34797,California,2436,No,Basic,Bachelor,1/27/11,Employed,F,40921,Rural,Married,62,0,50,2,1,Corporate Auto,Corporate L2,Offer3,Agent,10.560419,Four-Door Car,Medsize
QV30663,Nevada,9864,No,Extended,Master,2/28/11,Employed,F,99654,Rural,Married,121,13,95,0,3,Personal Auto,Personal L3,Offer3,Call Center,272.788141,SUV,Medsize
AK90865,Oregon,8208,No,Basic,High School or Below,2/22/11,Unemployed,F,0,Suburban,Single,110,16,17,0,5,Special Auto,Special L2,Offer2,Agent,686.90827,Sports Car,Medsize
BX51438,Arizona,2781,No,Basic,Bachelor,2/23/11,Employed,M,56218,Urban,Married,72,17,74,2,1,Personal Auto,Personal L1,Offer4,Web,302.942519,Four-Door Car,Medsize
DU38713,Arizona,5808,No,Basic,High School or Below,2002-04-11,Employed,F,70717,Rural,Married,72,20,89,0,5,Personal Auto,Personal L1,Offer2,Call Center,37.28874,Two-Door Car,Medsize
WQ13284,California,8395,No,Basic,College,1/13/11,Employed,M,62989,Urban,Divorced,71,3,18,1,2,Personal Auto,Personal L2,Offer1,Web,319.131547,Four-Door Car,Medsize
JB36584,Arizona,14334,No,Basic,Master,2002-04-11,Employed,M,41459,Suburban,Married,71,8,4,0,2,Personal Auto,Personal L3,Offer2,Call Center,340.8,Four-Door Car,Medsize
WQ23548,California,11004,No,Basic,Master,2/22/11,Unemployed,F,0,Suburban,Single,102,20,7,1,2,Personal Auto,Personal L2,Offer4,Web,489.6,SUV,Medsize
WZ98067,Oregon,4050,No,Premium,College,2001-09-11,Employed,M,42512,Rural,Married,105,15,72,1,1,Personal Auto,Personal L2,Offer3,Agent,77.479316,Four-Door Car,Medsize
AQ11656,Arizona,2142,No,Basic,Bachelor,2002-08-11,Unemployed,M,0,Suburban,Married,61,5,90,0,1,Personal Auto,Personal L2,Offer4,Call Center,437.040616,Four-Door Car,Medsize
KL14426,Nevada,5080,No,Extended,Doctor,2001-11-11,Employed,F,83288,Urban,Married,124,18,70,0,1,Personal Auto,Personal L3,Offer1,Agent,353.397699,SUV,Medsize
PG48617,California,2896,No,Basic,High School or Below,2001-03-11,Employed,M,46267,Urban,Married,72,4,73,0,1,Personal Auto,Personal L3,Offer2,Call Center,231.969205,Four-Door Car,Medsize
QB24570,Oregon,9031,Yes,Extended,Master,2/23/11,Unemployed,F,0,Suburban,Single,122,15,47,0,9,Corporate Auto,Corporate L3,Offer1,Branch,650.52179,Sports Car,Medsize
NI68379,Oregon,6554,No,Extended,Master,1/17/11,Employed,M,74424,Suburban,Married,81,26,74,0,9,Personal Auto,Personal L1,Offer2,Agent,388.8,Four-Door Car,Medsize
RS92763,Oregon,7488,No,Basic,College,2/16/11,Unemployed,F,0,Suburban,Single,72,15,70,0,2,Personal Auto,Personal L2,Offer2,Branch,693.084662,Four-Door Car,Medsize
PA75237,Nevada,15119,No,Basic,Doctor,2002-04-11,Employed,M,58883,Suburban,Married,62,1,47,0,2,Corporate Auto,Corporate L2,Offer2,Branch,432.480275,Two-Door Car,Medsize
LR35392,Oregon,9007,No,Premium,High School or Below,2/25/11,Employed,M,41539,Suburban,Single,116,11,35,0,3,Personal Auto,Personal L2,Offer1,Web,556.8,Four-Door Car,Medsize
KC22636,California,5489,No,Basic,High School or Below,2/17/11,Employed,F,33881,Rural,Married,68,11,83,0,9,Personal Auto,Personal L3,Offer2,Web,65.659137,Four-Door Car,Large
IJ98317,California,7234,No,Extended,Bachelor,2/24/11,Employed,F,86448,Rural,Married,90,25,79,0,6,Personal Auto,Personal L3,Offer3,Agent,59.853369,Four-Door Car,Medsize
DY49235,Arizona,5206,No,Basic,College,2001-10-11,Disabled,F,25237,Suburban,Divorced,69,23,52,0,9,Personal Auto,Personal L3,Offer2,Agent,378.345883,Four-Door Car,Medsize
EG94409,Nevada,4697,No,Basic,High School or Below,2001-12-11,Unemployed,F,0,Suburban,Single,67,10,75,0,7,Special Auto,Special L2,Offer2,Branch,482.4,Four-Door Car,Medsize
GB59748,Arizona,6207,No,Extended,College,2001-02-11,Employed,F,49419,Urban,Married,77,3,34,0,4,Personal Auto,Personal L2,Offer2,Web,203.296071,Four-Door Car,Medsize
MP68135,Oregon,6616,No,Extended,College,2002-07-11,Employed,M,90414,Suburban,Married,83,7,49,1,6,Personal Auto,Personal L2,Offer1,Call Center,398.4,Four-Door Car,Small
CZ56843,California,9709,No,Extended,College,1/19/11,Employed,M,39930,Suburban,Single,86,22,64,1,2,Personal Auto,Personal L1,Offer1,Call Center,412.8,Four-Door Car,Medsize
DJ47372,California,10831,No,Extended,Doctor,2002-01-11,Disabled,M,23202,Suburban,Divorced,96,29,59,0,2,Personal Auto,Personal L1,Offer3,Call Center,460.8,Four-Door Car,Medsize
XZ51937,California,4627,Yes,Basic,Master,1/16/11,Employed,F,79487,Suburban,Divorced,114,20,87,0,1,Personal Auto,Personal L1,Offer2,Branch,547.2,SUV,Medsize
IZ27630,Oregon,6748,No,Extended,Master,2001-11-11,Employed,M,68423,Urban,Single,85,14,81,0,7,Personal Auto,Personal L2,Offer2,Branch,324.413656,Two-Door Car,Large
IM14119,Arizona,2542,No,Basic,Bachelor,2002-03-11,Employed,F,84495,Suburban,Married,63,15,61,0,1,Special Auto,Special L3,Offer2,Branch,302.4,Two-Door Car,Small
PN53766,California,5450,No,Basic,Doctor,1/14/11,Employed,M,43091,Urban,Married,69,2,36,1,6,Corporate Auto,Corporate L3,Offer1,Branch,330.138332,Four-Door Car,Medsize
DQ93036,Arizona,7244,No,Extended,High School or Below,2001-11-11,Employed,M,41951,Rural,Married,91,30,56,0,7,Personal Auto,Personal L1,Offer1,Branch,40.536151,Four-Door Car,Medsize
WA70405,Nevada,8307,No,Basic,College,1/13/11,Employed,M,89834,Suburban,Single,105,17,14,0,3,Personal Auto,Personal L3,Offer3,Agent,504.0,SUV,Medsize
NF51705,Nevada,2735,No,Basic,High School or Below,2001-09-11,Employed,M,92157,Urban,Single,69,19,33,0,1,Corporate Auto,Corporate L3,Offer2,Branch,270.381385,Two-Door Car,Medsize
LR37068,Oregon,11031,No,Extended,College,2001-10-11,Employed,F,35773,Suburban,Married,93,25,89,0,2,Personal Auto,Personal L3,Offer1,Web,446.4,Four-Door Car,Small
EC18611,Nevada,3402,No,Extended,High School or Below,2/16/11,Unemployed,M,0,Suburban,Single,99,16,20,0,1,Personal Auto,Personal L2,Offer1,Agent,475.2,Two-Door Car,Medsize
NP88319,Oregon,6945,No,Basic,High School or Below,2002-02-11,Disabled,F,15850,Suburban,Married,61,28,14,0,2,Corporate Auto,Corporate L3,Offer4,Call Center,314.528138,Two-Door Car,Medsize
AA11235,Nevada,2569,No,Basic,Bachelor,1/28/11,Medical Leave,F,11167,Suburban,Married,73,0,99,3,1,Personal Auto,Personal L3,Offer2,Branch,350.4,Two-Door Car,Medsize
DL55489,Oregon,5765,No,Basic,High School or Below,2002-05-11,Employed,M,21195,Suburban,Married,72,23,10,0,9,Corporate Auto,Corporate L2,Offer3,Web,345.6,Four-Door Car,Medsize
UU53919,Oregon,5404,No,Basic,Master,1/14/11,Employed,F,27430,Urban,Married,68,25,12,0,4,Personal Auto,Personal L2,Offer3,Call Center,184.955105,Two-Door Car,Medsize
JI11950,California,4899,No,Basic,High School or Below,2/18/11,Unemployed,F,0,Suburban,Married,63,21,78,0,7,Personal Auto,Personal L3,Offer1,Agent,302.4,Two-Door Car,Medsize
QB82117,Oregon,9049,Yes,Basic,High School or Below,1/24/11,Unemployed,M,0,Suburban,Married,119,9,8,0,3,Personal Auto,Personal L2,Offer2,Web,571.2,Sports Car,Medsize
MR33456,Washington,8094,No,Basic,High School or Below,2/13/11,Employed,M,59839,Suburban,Single,107,8,52,2,8,Personal Auto,Personal L2,Offer2,Agent,513.6,SUV,Medsize
YN17362,California,2497,No,Basic,College,2/13/11,Unemployed,M,0,Suburban,Single,73,13,33,0,1,Corporate Auto,Corporate L3,Offer1,Agent,350.4,Two-Door Car,Medsize
UR73910,California,2602,No,Basic,College,1/25/11,Employed,M,38166,Urban,Married,67,25,5,1,1,Corporate Auto,Corporate L2,Offer4,Agent,236.842746,Four-Door Car,Medsize
KG63751,Washington,6751,No,Extended,High School or Below,2/23/11,Unemployed,M,0,Suburban,Married,95,14,78,0,9,Personal Auto,Personal L3,Offer1,Agent,456.0,Four-Door Car,Small
NK39001,Oregon,3622,No,Extended,Bachelor,2002-09-11,Medical Leave,F,13457,Urban,Married,94,31,28,0,1,Personal Auto,Personal L3,Offer3,Branch,285.825083,Two-Door Car,Large
HR85493,California,6896,No,Basic,College,2001-10-11,Unemployed,M,0,Suburban,Single,68,10,53,0,2,Personal Auto,Personal L3,Offer3,Agent,326.4,Two-Door Car,Medsize
QC50643,California,5439,No,Extended,Bachelor,1/25/11,Employed,F,52721,Urban,Married,136,34,29,0,1,Personal Auto,Personal L3,Offer1,Branch,550.127548,SUV,Medsize
LO90345,Oregon,14473,No,Basic,College,2/24/11,Employed,F,22012,Rural,Married,185,5,69,0,5,Corporate Auto,Corporate L3,Offer2,Web,75.698305,Luxury SUV,Small
WK64739,Arizona,2359,Yes,Basic,Bachelor,2001-11-11,Disabled,F,19864,Suburban,Divorced,63,22,96,0,1,Corporate Auto,Corporate L3,Offer1,Web,352.394515,Four-Door Car,Medsize
QK88438,Arizona,5323,No,Basic,College,2/19/11,Employed,F,55289,Rural,Single,67,10,71,0,3,Personal Auto,Personal L3,Offer2,Agent,134.124254,Four-Door Car,Medsize
QX42433,California,7391,No,Extended,College,2/24/11,Employed,M,30449,Suburban,Married,92,23,47,0,3,Personal Auto,Personal L3,Offer1,Agent,501.092992,Four-Door Car,Medsize
BH52611,California,11448,No,Premium,Bachelor,1/14/11,Employed,F,27362,Urban,Married,144,23,28,0,8,Personal Auto,Personal L2,Offer1,Branch,422.78411,SUV,Medsize
SA77508,Oregon,5755,No,Basic,High School or Below,2002-03-11,Employed,F,29460,Rural,Married,72,3,18,0,5,Personal Auto,Personal L3,Offer2,Branch,29.303915,Four-Door Car,Large
HD99234,Oregon,10244,No,Extended,College,2/19/11,Unemployed,F,0,Suburban,Single,94,23,34,0,2,Personal Auto,Personal L1,Offer3,Agent,451.2,Four-Door Car,Medsize
DE37110,California,4646,No,Basic,Master,2/13/11,Employed,M,42532,Rural,Single,118,13,32,0,1,Personal Auto,Personal L3,Offer1,Call Center,200.641734,Sports Car,Medsize
